@relation train

@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute G1 REAL
@attribute G2 REAL
@attribute x_region REAL
@attribute y_region REAL
@attribute num_pixels_regions REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@data
59.964,57.532,46.568,-5.2089,18.521,510.63,675.4,139,28,2
56.188,56.078,45.484,4.2939,13.663,512.02,717,64,17,2
88.434,91.622,88.344,-6.5194,15.553,528.22,779.49,694,9,2
104.45,103.53,99.17,-22.939,14.321,206.96,20.553,47,21,3
93.435,89.565,84.217,-4.8278,10.117,325.17,117.43,23,19,3
87.733,82.2,75.133,-5.8002,7.0168,473.07,119.6,15,17,3
90.864,87,78.273,-1.176,12.261,490.36,250.5,22,8,3
102.98,98.471,92.667,8.5555,15.899,347.24,261.86,51,15,3
127.71,121.95,116.49,-9.0162,14.506,192.46,290.1,59,17,3
117.27,113.13,106.67,-1.1638,19.631,428.4,306.5,30,22,3
126.56,122.66,114.24,-1.3273,13.741,444.51,412.47,59,31,3
129.88,128.94,124.82,-18.915,17.569,254.88,400.24,17,36,3
133.37,133,128.2,13.9,13.296,318.68,576.71,41,19,3
136.31,132.56,126.13,39.162,11.737,429.75,587.56,16,20,3
201.51,202.56,204.12,50.567,8.1441,131.05,204.18,523,8,4
55.419,66.041,76.014,-17.514,24.34,147.41,74.392,74,7,4
70.664,84.052,98.694,22.714,8.336,104.78,340.31,232,8,4
44.237,59.527,74.882,22.989,3.3029,184.61,510.16,93,7,4
45.63,59.411,76.76,20.02,2.9705,231.56,621.48,146,4,4
119.42,154.1,179.7,20.313,2.0051,214.98,58.821,257,5,5
132.86,141.12,153.62,29.069,1.7508,321.79,46.119,42,3,5
74.121,59.621,31.845,4.1321,13.975,449.64,66.873,535,8,5
86.974,93.727,99.245,2.816,21.106,311.41,447.77,384,98,5
126.07,160.03,181.59,17.504,2.3714,230.18,430.24,254,3,5
115.52,152.12,178.98,18.698,2.5899,293.41,595.76,143,3,5
139.76,150.27,155.5,-11.151,41.21,335.23,706.64,115,2,5
100.63,119.79,134.11,2.5471,23.279,244.15,471.4,409,4,5
238.38,252.36,254.33,45.739,1.0263,19.753,13.687,198,1,1
246,254.45,253.38,49.649,0.74461,73.22,30.051,451,2,1
235.99,253.43,253.92,46.477,0.94709,151.97,46.486,3596,3,1
233.69,250.31,254.04,36.694,1.1559,228.49,19.023,427,1,1
242.23,249.79,253.85,35.426,1.2903,304.55,12.243,202,1,1
240.04,254,253.93,46.158,0.92534,323.52,61.601,569,1,1
243.96,254.09,253.71,46.533,1.1334,312.07,124.01,423,0,1
239.26,253.01,254.03,44.14,1.0078,240.87,148.43,1189,1,1
240.49,254.13,253.82,55.037,0.75343,214.84,202,409,1,1
175.41,180.93,183,53.264,23.108,194.1,260.55,573,1,1
216.96,226.97,226.97,48.048,9.6337,143.85,316.42,820,3,1
232.17,241.58,241.49,40.059,8.6778,161.16,362.81,394,1,1
237.75,254.07,253.69,54.119,0.72246,68.167,377.27,1936,1,1
234.26,254.06,253.47,53.635,0.72589,39.109,423.04,221,0,1
237.93,254.2,254.05,59.407,0.67585,30.346,482.53,208,0,1
236.36,254.05,253.91,55.139,0.71339,42.224,524.78,1159,0,1
234.04,254.01,253.81,53.171,0.7969,50.954,600.06,196,1,1
229.43,254.28,253.81,46.795,0.67166,33.478,648.31,90,1,1
229.16,254.43,253.78,54.706,0.65657,51.039,718.92,51,1,1
153.57,167.5,171.63,15.183,22.328,100.48,727.3,772,0,1
229.45,253.39,254.01,42.605,1.0171,137.09,776.33,940,3,1
235.08,254.07,253.85,53.547,0.80277,81.69,782.42,297,1,1
236.9,254.16,254.08,59.825,0.75417,21.979,766.7,238,0,1
235.05,254.04,253.76,54.299,0.73933,11.171,566.82,152,2,1
239.75,254.26,254.15,69.497,0.39323,12.603,441.17,126,1,1
231.36,254.15,253.89,49.968,0.80075,16.62,343.5,1169,2,1
248.32,254,253.69,61.992,0.58467,42.485,239.81,3151,1,1
243.05,254.12,253.83,53.944,0.7207,31.377,93.286,1563,1,1
253.7,254.09,253.95,73.245,0.30835,61.511,89.713,188,1,1
241.2,254.05,253.67,57.434,0.69852,121.29,83.406,1265,1,1
235.53,251.41,253.99,38.234,1.1638,229.78,75.684,946,1,1
231.99,252.11,254.06,35.121,1.1474,292.69,78.449,437,2,1
242.98,254.07,254.04,51.424,0.80022,208.06,143.38,1736,0,1
245.43,254.02,253.57,55.625,0.67612,166.37,204.68,4250,1,1
252.59,254.06,254.01,74.148,0.34472,92.384,269.75,528,2,1
237.75,254.07,253.69,54.119,0.72246,68.167,377.27,1936,1,1
250.33,254.04,253.9,59.879,0.63031,58.506,280.57,697,0,1
245.53,254.06,253.69,60.396,0.6383,51.337,171.51,4786,1,1
243.31,254.09,253.67,64.82,0.56195,102.44,163.81,2145,0,1
32.647,28.451,18.627,-4.0443,12.896,536.41,479.78,51,25,2
38.793,34.19,21.777,13.168,11.573,562.45,266.14,121,7,2
39.83,35.459,26.185,4.4973,14.196,572.99,210.15,135,11,2
42.341,37.205,24.977,20.98,9.1248,586.59,88.318,44,11,2
97.25,93.917,87.583,31.784,14.619,156.75,587.33,24,19,3
65.867,56.6,46.6,-25.551,11.938,322.97,631.53,30,21,3
91.321,87.132,76.717,3.4534,11.436,477.58,592.43,53,9,3
97.64,92.08,83.44,14.685,13.199,511.52,426.88,25,18,3
103.91,96.128,88.277,2.0442,18.463,343.98,430.96,47,15,3
99.404,97.702,94.809,8.2595,14.998,226.6,441.91,47,26,3
107.14,96,87.558,-10.74,6.9792,486.98,22.395,43,8,3
96.731,92.215,86.023,-4.1505,6.0204,536.85,15.2,130,6,3
115.03,115.05,118.47,11.815,5.1034,374.3,78.25,40,4,4
82.577,88.615,92.038,-1.6405,5.3023,391.38,30.962,26,11,4
120.72,125.63,126.28,9.9782,19.479,244.25,222.48,313,15,4
111.09,121.91,127.6,26.104,1.7597,347.25,405.34,405,2,5
149.2,162.41,158.25,28.024,16.705,222.45,421.93,288,3,5
28.4,28.075,22,10.815,2.8642,504.85,389.46,80,3,5
53.905,60.247,62.483,11.96,12.416,467.09,519.57,296,3,5
108.77,122.73,131.87,24.172,4.3089,328.28,230.93,281,3,5
99.35,109.15,115.2,21.885,10.189,390.87,129.79,237,3,5
225.44,235.61,246.89,35.049,1.3813,20.141,24.127,71,3,1
225.72,235,245.38,36.619,1.1781,73.063,39.569,144,3,1
221.6,233.56,242.41,34.185,1.2252,140.93,54.997,330,1,1
225.1,234.31,242.91,28.926,1.333,183.83,129.87,218,1,1
229.46,235.74,243.8,45.833,1.041,192.22,219.54,54,1,1
231.57,237.53,244.35,36.701,1.2224,188.7,340.54,276,3,1
234.2,240.29,247.91,40.196,1.3217,159.3,410.51,108,3,1
236.91,243.54,253.14,34.836,1.2781,94.133,458.45,384,2,1
237.05,244.53,253.62,41.822,1.1289,81.836,524.77,305,2,1
238.33,247.19,254.17,40.55,1.0492,61.758,606.57,260,1,1
238.44,247.29,254.15,44.131,1.0763,30.436,652.82,486,2,1
233.48,240.29,251.47,37.121,1.159,13.658,773.39,1249,2,1
239.53,248.08,254.12,41.148,1.1257,17.52,610.8,381,2,1
239.25,248.23,253.94,46.565,0.98379,20.094,543.85,149,2,1
239.01,247.97,254.08,49.062,1.0234,19.732,470.24,71,3,1
237.65,246.75,253.9,30.578,1.3861,32.55,391.65,20,3,1
237.5,246.5,254.3,47.111,1.3664,29.652,276.98,46,3,1
235.61,243.28,253.82,43.926,1.1185,35.582,190.08,158,2,1
232.45,240.11,251.83,39.13,1.2224,34.576,116.41,561,2,1
230.28,237.53,248.25,33.475,1.2867,90.008,114.64,241,3,1
231.7,238.69,248.72,42.798,1.1695,128.24,176.12,261,3,1
231.61,237.99,246.9,38.673,1.1389,159.09,234.98,328,2,1
234.7,241.02,250.52,35.815,1.1606,136.52,321.06,155,2,1
236.15,243.32,252.77,33.84,1.1717,108.96,387.53,149,1,1
237.68,245.87,253.69,36.057,1.1327,64.098,413.05,316,2,1
237.48,245.68,254.1,34.571,1.323,60.258,316.43,182,3,1
234.83,241.81,252.92,40.643,1.1284,60.055,189.6,577,3,1
235.67,242.57,253.08,31.424,1.1714,89.977,260.4,171,3,1
64.514,47.486,40.611,2.0341,28.685,381.69,354.74,72,85,2
100.69,87.517,95.069,14.759,30.364,384.1,152.24,29,53,2
90.475,77.322,66.627,-7.446,44.032,350.56,636.22,59,42,2
135.16,110.05,98.455,15.356,14.018,163.32,751.27,44,25,3
134.5,113.5,103.83,14.044,20.05,251.5,753,6,30,3
91.388,75.755,64.735,-7.0448,14.185,423.96,741.8,49,27,3
76.861,65.583,57.611,-2.1234,16.884,471.11,741,36,36,3
129.15,109.92,101.52,20.973,11.178,241.87,380.65,52,10,3
117.29,100.43,91.429,10.604,12.914,328.57,390.29,7,24,3
141.09,111.45,97.818,11.426,10.057,327.82,317.27,11,26,3
140.41,115.5,104.38,-4.0167,13.345,319.25,219.88,32,33,3
137.46,115.77,102.46,9.9069,17.349,329.77,129.15,13,31,3
139.15,113.27,100.8,-11.244,9.503,284.85,99.268,41,16,3
134.92,112.76,102,-8.5724,9.689,258.96,58.08,25,13,3
131.75,110.25,98.25,1.2725,8.9613,342.08,30.833,12,22,3
96.983,119.04,126.66,13.596,3.2841,265.34,470.06,178,3,5
86.228,103.36,118.36,23.511,2.4117,250.01,557.17,289,5,5
84.289,102.25,117.28,0.41591,3.0442,245.99,660.03,235,4,5
93.318,111.34,126.07,-15.747,20.83,160.58,631.79,179,5,5
98.146,117.84,135.97,5.679,2.5003,182.43,497.12,89,4,5
94.638,110.62,128.72,12.241,2.1842,217.42,426.75,69,4,5
73.944,86.454,79.936,9.3038,5.1596,314.75,430.85,357,4,5
51.065,75.13,70.609,-6.6267,5.0535,305.11,512.87,46,8,5
60.851,86.094,86.751,11.8,19.532,295.57,601.69,181,5,5
103.77,142.11,136.07,-16,38.452,283.36,704.16,44,25,5
74.51,89.866,107.05,0.67129,9.456,111.82,698.48,149,3,5
20.668,22.081,19.531,18.389,7.4059,441.9,405.42,271,24,6
30.65,31.9,30.825,18.23,20.429,462.7,393.5,40,43,6
33.739,36.929,35.033,-2.2864,14.79,429.56,671.88,241,36,6
25.614,31.024,28.771,11.484,9.5683,470.69,672.25,83,6,6
139.58,138.78,133.53,8.039,17.695,496.69,194.92,36,8,7
146.89,145.23,138.17,7.2717,9.7225,512.29,199.2,108,4,7
148.02,145.1,138,-2.4159,12.532,499.48,259.81,48,30,7
113.27,113.8,108.57,3.0921,15.143,488.1,305.93,102,4,7
145.77,143.89,138.05,5.1304,15.455,513.53,321.07,57,7,7
152.12,149.32,141.45,2.4244,9.8966,504.3,363.51,113,5,7
78.449,80.951,78.449,8.7219,12.834,486.87,423.55,185,4,7
162.42,155.92,146.42,14.734,2.7462,539.64,415.25,36,5,7
140.47,136.39,129.26,6.8751,13.265,554.8,473.04,93,4,7
128.76,127.45,123.66,-8.4171,20.457,569.92,540.01,74,31,7
116.9,117.04,114.82,4.2065,19.904,589.12,613.09,98,32,7
147.87,143.23,135.32,12.539,3.0242,586.39,728.19,145,5,7
143.2,139.69,131.24,12.21,2.7845,579.47,773.24,55,5,7
134.8,132.42,126.31,5.8962,7.0299,518.63,774.07,88,3,7
121.89,120.36,115.03,1.0581,7.6249,501.4,752.37,123,8,7
125.63,124.15,117.34,-0.91641,8.5455,499.73,699.69,115,6,7
129.38,127.99,121.1,1.575,8.8875,498.93,637.52,120,9,7
142.8,140.38,133.45,2.2953,14.965,507.77,556.15,122,6,7
117.96,117.61,112.96,2.8366,13.51,493.1,493.87,279,26,7
162.34,156.84,146.59,8.8673,3.1536,551.22,506.44,64,9,7
157.78,152.59,142.95,11.655,2.4913,543.97,610.68,37,5,7
127.64,126.57,123.99,-1.6902,15.924,541.55,698.82,113,9,7
248.81,254.82,253.96,55.977,0.6565,31.616,56.507,791,1,1
253.23,254.04,254.1,80.97,0.10493,18.15,214.01,1802,0,1
250.26,254.09,253.83,66.796,0.47255,49.802,87.993,4873,0,1
253.97,254.01,254,88.686,0.020779,200.63,58.419,1507,0,1
253.09,254.05,254.09,77.625,0.20403,294.28,18.28,3045,0,1
251.59,254.04,253.9,74.609,0.32266,150.14,115.45,6021,0,1
251.03,252.83,252.9,74.874,1.1308,82.267,245.03,3979,0,1
212.35,215.36,218.48,66.024,11.817,153.17,210.27,1482,0,1
243.08,254.06,253.45,67.78,0.45144,24.915,628.48,1649,1,1
233.99,253.98,253.36,45.987,0.86616,24.611,730.3,144,1,1
203.07,206.59,207.79,54.677,11.209,97.126,307.61,285,0,1
253.04,254.08,254.07,78.468,0.27825,28.745,136.19,917,0,1
249.53,254.04,253.72,66.357,0.44163,104.45,32.686,542,1,1
252.87,254.02,254.01,77.971,0.22009,244.88,84.51,2650,0,1
22.145,34.364,27.582,9.0094,9.6705,554.8,20.945,55,7,2
101.4,99.329,92.843,5.1213,10.443,306.59,761.93,70,7,3
112.67,107.8,101.43,-17.859,19.309,398.43,587.27,30,30,3
151.24,143.08,129.14,10.662,24.194,259.95,538.84,37,25,3
155.72,144.94,132.61,6.8938,23.675,189.5,464.22,18,26,3
148.43,140.84,130.49,22.534,20.432,131.89,405.33,76,30,3
158.69,149.28,132.42,19.44,13.819,302.67,286.83,36,19,3
131.5,129.73,120.62,8.199,9.827,435.04,220.46,26,21,3
124.76,123.36,116.77,10.378,17.716,525.81,246.47,86,46,3
203.07,206.59,207.79,54.677,11.209,97.126,307.61,285,11,4
78.804,91.523,99.839,-4.8133,19.066,193.26,206.2,199,15,4
145.27,160.43,164.21,37.802,10.685,58.173,704.56,467,8,4
197.74,207.93,209.26,54.821,10.382,58.231,675.81,637,14,4
170.13,170.01,160.72,14.847,8.9495,422.01,501.94,188,4,5
46.195,46.943,43.851,22.892,1.9869,447.74,364.44,174,4,5
80.821,91.248,97.915,33.667,22.514,330.68,348.15,814,6,5
155.17,167.04,174,16.895,2.2224,281.83,218.6,48,4,5
148.35,159.02,158.15,11.456,13.534,381.37,209.24,201,5,5
87.482,85.82,72.287,20.845,27.295,415.15,102.34,355,36,5
224.43,213.06,197.19,-0.80496,12.149,43.286,38.071,70,16,3
228.15,213.85,198.27,0.043875,8.7195,95.808,32.577,26,8,3
202.95,177.52,163.12,10.151,27.901,150.44,33.33,91,44,3
204.83,175.37,154.52,2.527,20.673,217.11,45.467,287,51,3
205.61,173.47,151.18,-4.9503,14.202,270.69,28.51,49,30,3
184.73,170.88,153.96,10.2,22.313,322.58,29.615,26,43,3
188.86,174.19,164.51,-0.15531,39.393,386.01,24.532,139,31,3
200.94,181.16,161.54,-4.7232,15.678,431.05,19.938,80,18,3
186.91,170.24,154.27,8.6795,20.088,505.31,17.254,67,34,3
139.85,128.47,120.05,-0.39447,19.841,551.09,26.92,75,12,3
234.61,244.29,248.97,33.167,3.2135,122.62,292.56,94,9,5
72.576,76.918,80.871,13.648,23.433,122.04,238.16,85,66,5
68.86,66.69,64.32,13.251,6.9706,115.57,173.25,100,20,5
234.73,244.36,249.56,34.542,2.9046,110.16,446.12,136,9,5
81.085,81.426,79.383,-3.3563,11.764,118.37,544.74,141,3,5
189.58,204.24,210.85,-29.721,15.879,113.21,621.21,33,31,5
63.025,67.702,66.025,8.6508,11.884,123.35,674.45,121,6,5
212.6,209.11,201.26,19.189,9.2687,565.8,119.43,35,16,7
213.83,208.22,199.34,17.917,9.3429,563.86,199.34,65,7,7
194.35,189.3,179.94,7.903,12.418,552.67,281.99,218,16,7
209.27,203.55,194.04,0.069293,7.492,556.32,365.75,102,13,7
189.63,184.69,176.53,5.6055,13.185,547.25,449.77,122,21,7
198.71,190.15,178.58,-11.509,9.4647,543.75,539.95,177,31,7
188.93,181.61,170.12,1.4858,7.7897,538.54,609.27,334,2,7
198.7,195.53,189.04,-10.842,5.5357,550.96,697.06,47,10,7
204.72,204.22,199.84,-3.8828,6.3829,580.55,698.14,169,13,7
212.19,210.52,203.61,1.8244,7.5234,575.45,594.19,31,15,7
215.3,208.49,191.21,-29.375,14.673,578.65,511.96,120,20,7
206.17,204.75,199.75,-1.2676,13.817,582.64,438.97,36,7,7
208.49,206.88,200.79,14.394,13.215,580.93,352.79,43,20,7
210.34,208.9,202.51,21.782,9.6174,589.46,293.24,68,8,7
210.01,207.68,202.04,24.832,9.686,588.63,234.03,73,16,7
209.72,207.11,200.64,10.259,8.9507,585.34,161.57,53,12,7
209.42,208.5,203.89,12.59,7.7006,582.2,53.129,139,21,7
170.79,164.36,153.66,15.87,10.297,553.99,97.667,261,16,7
174.7,165.06,149.06,-1.8675,7.4756,530.33,746.68,103,11,7
203.53,202.2,198.14,-11.784,6.0043,587.41,772.37,59,14,7
253.6,253.66,253.72,86.192,0.65763,40.759,197.93,2318,0,1
241.56,241.9,241.75,78.485,2.7732,62.708,437.35,449,0,1
247.26,248.57,249.56,72.512,4.4092,130.13,219.61,539,0,1
251.11,251.16,251.33,87.278,1.0723,84.864,274.87,2687,0,1
253.35,253.37,253.39,88.177,0.56321,43.928,296.37,5992,0,1
243.27,243.6,243.89,78.846,3.7883,75.719,467.53,310,0,1
73.258,82.226,70.871,1.7424,28.898,102.16,22.065,31,81,2
39.222,52.692,38.342,3.1109,18.539,510.09,18.068,117,32,2
58.292,89.135,54.135,-5.6477,28.834,575.77,134.29,96,67,2
75.459,108.54,74.784,-20.647,24.449,590.81,250.73,37,36,2
29.435,50.395,39.129,7.6908,22.385,500.49,437.19,124,40,2
29.818,55.977,38.5,6.4078,32.388,576.98,517.25,44,54,2
108.36,90.722,74.722,-0.86196,59.421,263.47,325.86,36,98,2
26.287,33.975,24.303,10.263,8.3487,357.61,296.84,122,16,2
192.04,174.82,156.27,-2.8009,25.146,196.23,350.16,79,45,3
151.46,128.26,115.82,-2.6277,12.797,284.26,533.69,39,7,3
78.98,71.939,59.192,12.942,7.0628,413.7,356.82,99,3,3
113.56,107.44,98.721,-2.8221,18.23,473.89,182.31,147,17,3
104.85,93.382,80.345,3.1857,9.0203,495.67,720.71,110,13,3
132.48,120.65,106.58,0.46894,16.374,319.39,646.29,31,14,3
94.25,90.063,80.688,-0.52877,16.156,168.31,752.88,16,31,3
127.99,114.84,99.962,1.8742,20.358,71.329,636.06,79,7,3
200.77,198.91,195.67,10.034,20.811,55.197,113.49,152,41,3
147.32,135.51,120.99,0.28301,15.81,403.01,62.162,74,20,3
129.75,129.75,127.67,-8.2639,8.8742,122,356.75,12,22,4
128.6,129,127.4,12.154,6.119,123,406.37,35,25,4
132.36,132.73,132.64,6.711,4.9921,122,440.45,11,13,4
137.84,139.37,141.58,6.7439,17.612,122.11,490.26,19,36,4
154.92,170.12,183.78,8.128,22.697,178.36,421.66,154,2,5
132.97,150.32,167.9,8.5601,26.443,240.46,423.26,288,5,5
169.57,193.85,215.13,19.439,10.408,296.79,197.5,80,1,5
179.61,190.28,201.83,29.476,25.258,205.79,223.26,145,3,5
241.52,241.89,244.22,74.147,6.848,20.189,101.37,630,0,1
207.78,210.13,214.34,53.244,11.291,65.156,187.12,366,0,1
218.87,221.57,225.89,62.516,10.479,60.838,425.39,753,0,1
241.3,241.87,243.26,78.912,5.5584,18.372,491.39,608,0,1
246.74,247.17,248.45,80.916,2.3199,29.698,707.06,811,0,1
254,254,254,86.374,0,23.787,771.75,2780,0,1
218.88,219.89,223.47,67.778,7.9789,104.3,783.32,528,0,1
236.53,236.99,238.72,75.319,7.145,72.806,725.99,1099,0,1
185,160.47,138.08,-4.1342,19.201,155.78,371.94,36,23,3
152.44,140.91,123.24,9.7346,14.639,290,382.71,34,27,3
135.39,130.5,113.39,9.0741,16.08,413.92,381.75,36,28,3
122.53,118.16,109.22,2.6545,26.566,497.89,470.11,133,57,3
126.64,117.06,107.23,2.1453,23.522,531.91,539.35,159,25,3
148.87,138.61,125.79,-4.8836,21.111,324.68,548.71,62,39,3
116.28,107.9,96.3,4.067,11.951,421.08,150.22,130,24,3
128.63,117.01,104.15,0.5239,20.757,277.15,76.833,102,30,3
125.76,113.27,98.297,5.1517,10.05,188.35,27.162,37,9,3
192.23,169.66,145.75,-0.054103,12.119,192.91,729.98,44,20,3
132.5,124.98,113.21,7.9062,14.938,415.45,791.59,82,11,3
102.29,114.29,129.29,6.5964,10.259,88.706,112.47,17,16,4
198.21,201.65,207.4,53.662,9.3512,61.513,168.32,341,12,4
123.74,130.09,142.06,6.0044,8.6119,74.514,396.14,35,22,4
117.33,129.37,141.35,4.0259,9.509,79.988,439.97,86,10,4
203.83,208.35,214.39,45.252,14.81,66.745,489.62,235,10,4
215.48,227.84,231.94,58.469,18.404,36.225,266.35,302,1,5
232,249.27,248.69,28.191,1.3876,172.64,303.14,414,2,5
176.2,159.35,126.95,16.506,19.208,310.46,232.82,312,8,5
130.11,98.421,63.592,3.8084,7.6443,467.78,286.93,76,8,5
191.85,207.13,208.74,13.071,7.6652,325.38,419.85,267,7,5
172.71,183.61,188.94,-20.674,23,290.68,658.45,491,12,5
122.18,111.3,94.285,9.5366,10.982,442.97,715.12,337,8,5
99.808,107.67,104.06,1.2449,23.085,193.87,68.442,52,45,5
231.97,248.03,254.75,42.053,1.0756,28.105,65.132,220,2,1
234.15,250.16,254.04,40.527,0.98711,12.608,186.52,268,2,1
236.4,251.26,253.97,50.637,0.85708,10.381,395.22,619,2,1
236.51,252.66,253.74,40.775,1.1529,13.103,542.64,290,1,1
236.83,252.81,253.74,46.847,1.0073,36.179,254.35,268,2,1
238.67,253.65,254.09,45.131,0.99519,91.504,322.14,141,2,1
239.77,253.88,254.06,62.134,0.59785,128.31,401.55,239,1,1
241.31,254.07,253.88,67.576,0.48273,161.9,481.02,891,1,1
236.6,250.32,253.93,43.075,1.0017,73.783,474.9,1434,3,1
237.01,251.92,253.84,42.34,1.0628,63.124,391.04,757,2,1
238.5,253.96,254.19,42.773,1.0179,85.668,249.78,1026,1,1
143.52,149.53,152.37,17.21,14.001,116.45,139.69,395,2,1
234.28,251.49,254.04,45.587,0.89983,54.382,87.539,204,1,1
235.11,252.01,253.95,45.194,0.91056,40.185,154.79,465,1,1
234.59,244.55,244.14,43.974,7.1658,71.018,627.98,285,1,1
25.092,29.763,17.776,18.526,7.0273,564.58,28.053,76,5,2
23.5,28.05,20.75,4.2608,12.724,571.4,63.9,40,50,2
28.135,32.054,24.324,33.552,11.915,569.08,110.11,37,6,2
18.323,30.247,18.731,5.6336,7.8429,578.22,155.17,93,5,2
86.348,76.261,59.348,1.005,7.422,199.83,35.696,23,12,3
102.78,94.219,81.625,-8.3755,16.663,253.94,134.81,32,28,3
107.2,97.227,83.789,-1.6919,14.385,254.34,218.46,128,31,3
109.63,97.468,85.312,2.1439,13.555,253.85,323.08,109,21,3
90.288,83.856,72.164,1.0779,11.14,372.07,104.34,146,7,3
91.6,83.289,70.533,5.7524,11.944,368.93,270.93,45,6,3
69.961,63.157,51.176,12.972,6.1312,492.29,56.667,51,14,3
78.458,67.181,55.306,-6.7017,7.7402,482.81,229.31,72,5,3
74.382,63.237,54.263,3.4091,6.8614,483.25,353.66,76,16,3
77.58,66.768,51.652,2.3417,9.1967,337.43,442.91,69,12,3
57.828,45.859,34.141,1.9854,4.0768,309.8,487.92,64,4,3
105.59,95.238,82.27,-5.1228,9.3999,237.24,572.75,63,15,3
108.65,98.609,86.348,-3.6966,7.7727,214.52,653.48,23,15,3
92.081,79.758,67.387,24.356,9.5275,191.71,765.24,62,16,3
75.7,77.5,78.25,8.816,9.0684,146.6,309.45,20,9,4
73.111,75.861,77.611,5.5474,8.932,148.89,273.92,36,13,4
105.73,113.32,116.56,-0.2759,24.328,148.74,173.43,328,33,4
202.71,214.8,219.22,34.127,8.4741,95.978,106.72,552,14,4
68.455,70.04,74.447,5.0972,6.8035,124.96,45.862,253,10,4
199.45,210.78,208.85,20.564,13.079,236.18,470.85,267,2,5
49.274,49.133,43.965,-9.5635,15.516,328.21,401.87,113,18,5
42.523,40.258,29.815,12.515,7.5841,396.26,397,151,9,5
29.988,32.435,30.847,14.028,15.598,316.94,192.15,85,77,5
115.12,127.43,134.59,12.74,11.492,209.73,199.24,527,3,5
113.65,127.79,129.7,26.799,31.341,210.96,87.074,175,4,5
53.005,61.318,62.066,13.63,8.4657,433.55,76.167,198,10,5
32.114,30.151,22.864,7.7528,12.406,435.54,473.81,332,4,6
17.905,17.492,15.698,27.659,2.8421,428.37,450.19,63,2,6
251.87,251.75,251.83,86.194,0.38875,23.947,233.6,3369,0,1
252.38,252.65,252.67,85.776,1.6455,43.153,328.46,1704,0,1
253.01,253.2,253.24,86.761,1.0035,47.461,318.45,825,0,1
253.34,253.5,253.5,87.44,1.1573,112.59,283.08,417,0,1
228.79,226.73,226.59,74.842,4.479,79.869,196.91,1400,0,1
225.63,223.65,223.74,67.144,6.3531,153.35,178.94,920,0,1
223.44,219.7,218.67,65.589,7.0563,207.59,166.41,1209,0,1
253.13,253.28,253.34,84.655,1.4478,148.47,262.02,606,0,1
247.85,249.42,249.42,72.857,4.4019,19.536,398.13,384,0,1
252.17,252.57,252.6,84.145,1.9439,218.28,222.35,480,0,1
238.56,236.33,233.13,72.459,7.9764,316.62,213.65,144,0,1
251.87,251.75,251.83,86.194,0.38875,23.947,233.6,3369,0,1
72.419,60.935,40.903,0.65817,31.567,361.06,568.65,31,33,2
142.63,120.21,96.458,12.376,15.013,345.96,767.13,24,29,3
165.56,145.46,117.63,15.936,16.405,189.9,739.07,59,42,3
138.86,124.22,102.81,26.014,13.546,145.22,678.89,37,22,3
136.62,123.46,103.78,-0.01429,13.611,217.99,532.18,95,25,3
146.77,137.14,122.12,-7.1559,17.66,88.325,508.88,83,13,3
189.46,184.23,171.9,34.113,20.661,144.98,420.53,118,22,3
122.52,103.2,87.76,8.6188,20.101,387.34,465.28,50,21,3
120.23,113.53,105.27,8.7599,14.603,523.33,445.5,30,27,3
116.14,111.53,103.99,-10.091,10.009,511.78,546.48,85,12,3
124.25,127.79,124.61,-2.7069,15.422,296.32,512.89,28,22,5
43.973,46.959,47.002,14.679,4.1256,162.35,577.37,517,2,5
170.97,189.38,199.08,-0.60108,8.9556,46.667,506.83,66,5,5
164.4,187.93,208.39,15.176,1.6969,37.297,547.08,101,2,5
153.95,167.81,168.14,11.491,6.0767,121.4,742.69,42,7,5
85.366,84.146,81,1.9049,5.0484,306.07,428.32,41,5,5
83.667,83.596,80.649,9.0129,4.3518,312.88,431.23,57,7,5
11.253,9.9185,7.6309,19.888,3.599,544.22,741.42,233,2,6
162.24,165.05,163.36,3.3789,6.5126,562.55,172.56,345,4,7
145.48,148.07,145,1.1185,5.8684,560.93,210.25,44,15,7
140.27,142.93,138.66,8.1111,5.0319,572.44,242.52,86,5,7
126.25,127.14,122.8,-2.3968,14.041,582.64,293.41,196,2,7
143.89,145.67,141.67,19.031,3.1254,586.13,250.69,61,6,7
146.64,148.53,142.76,4.9235,6.6827,595.62,201.24,144,5,7
147.99,151.51,149.09,11.077,4.0507,589.58,181.59,97,14,7
158.28,161.39,158.56,6.3109,7.3782,565.89,182.41,158,13,7
159.79,142.51,134.43,-0.57169,15.523,8.6279,19.527,129,35,3
154.7,145.5,130,-1.3634,17.333,69,18.633,60,27,3
155.55,139,128.27,-9.9399,17.915,111.54,14.34,203,7,3
159.29,141.68,132.32,-4.3653,22.055,161.25,14.219,146,27,3
166.91,149.55,138.26,-17.036,17.517,239.91,12.385,91,4,3
123.03,106.05,94.169,-0.095,14.051,56.6,796.86,65,11,3
43.67,47.046,40.457,17.936,10.011,93.61,127.29,282,1,5
82.007,84.424,80.417,-6.9114,15.222,88.597,514.8,144,7,5
156.26,170.87,178.69,15.446,11.19,93.603,549.94,247,8,5
51.347,54.653,49.967,8.7132,10.784,103.13,705.96,150,3,5
