@RELATION train_nogradient

@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute x_region REAL
@attribute y_region REAL
@attribute num_pixels_regions REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@DATA
55.943,43.925,29.887,525.47,144.38,53,13,3
51.569,51.155,42.241,492.38,115.43,58,36,3
52.556,50.651,44.302,476.03,66.095,63,15,3
45.557,42.459,28.525,521.1,21.803,61,9,3
66.944,55.444,44.722,382.67,159.61,18,27,3
67.681,59.787,51.489,383.43,180.38,47,15,3
68,65.643,57.214,374.36,212.79,14,17,3
107.7,88.151,73.921,304.67,449.84,152,25,3
98.179,82.103,67.872,346.46,457.79,39,36,3
93.076,80.354,69.899,346.18,483.66,79,26,3
115.6,100.1,84.5,234.25,655.95,20,19,3
117.43,101.63,85.755,269.14,667.53,49,14,3
110.88,96.989,80.544,300.58,670.03,90,8,3
106.41,93.367,75.755,343.67,675.63,49,16,3
94.766,73.298,58.447,373.13,671.38,47,28,3
85.675,66.425,51.175,458.88,685.13,40,8,3
69.074,57.189,47.221,471.15,715.63,95,15,3
82.472,67.967,55.954,465.55,777.66,305,8,3
102.22,88.444,72,358.33,760.56,18,21,3
108.04,92.226,79.906,330.91,729.68,53,28,3
160.6,161.37,156.1,204.56,487.87,70,10,3
157.2,156.98,152.32,210.03,482.53,107,30,3
159.79,160.79,155.72,214.21,450,58,4,3
165.99,166.99,161.99,162.75,394.97,72,7,3
162.83,162.81,159.18,141.37,350.53,105,12,3
165.42,166.23,162.17,119.71,311.93,99,3,3
168.23,167.85,164.88,88.538,271.5,26,14,3
144.92,146.04,142.18,95.411,210.28,214,3,3
150.84,151.4,148.12,120.6,191.6,314,1,3
138.27,137.67,132.3,234.14,161.3,81,5,3
122.82,121.94,115.83,277.5,185.19,118,8,3
140.36,139.17,134.17,293.71,293.79,42,13,3
151.49,151.71,146.71,248.03,397.79,193,5,3
155.7,156.7,151.7,230.75,470.88,57,5,3
144.55,145.86,143.21,64.414,55.897,29,17,3
142.53,143.66,141.09,141.76,34.568,74,3,3
134.31,135.31,130.31,197,36.786,42,5,3
161.76,162.52,157.6,191.24,480.07,229,17,3
171.96,171.34,167.15,180.08,546.42,53,5,3
138.01,130.64,128.53,145.69,609.29,195,5,3
171.41,170.41,165.7,264.79,727.76,106,12,3
163.88,162.29,157.29,291.6,735.51,65,7,3
121.27,116.56,111.73,310.4,758.11,503,37,3
143.16,139.35,128.77,268.11,770.93,57,6,3
169.74,159.31,162.43,58.476,369.83,42,21,4
162.45,153.42,156.16,38.871,255.65,31,60,4
156.33,149.07,150.26,31.279,222.37,43,52,4
160.83,153.31,153.66,71.571,346.71,35,39,4
161.03,152.81,152.06,90,404.26,31,31,4
157.22,148.29,151.82,107.39,454.88,51,28,4
99.171,93.556,91.034,122.99,550.41,117,74,4
108.58,104.85,100.12,123.25,568.17,52,65,4
124.8,105.23,106.57,132.76,580.06,86,22,4
135.96,122.65,122.04,152.55,595.66,96,20,4
143.18,147.24,150.53,144.84,634.1,51,203,4
141.52,135.48,139.08,180.6,654.48,25,7,4
144.24,136.66,137.34,193.41,706,29,21,4
114.36,120.25,128.08,32.715,786.38,494,2,5
96.88,102.33,106.6,90.337,788.5,719,5,5
74.719,83.14,88.605,145.67,237.82,114,39,5
81.677,92.615,98.625,190.28,236.54,192,1,5
81.677,92.615,98.625,190.28,236.54,192,4,5
25.634,26.338,19.634,409.23,18.634,71,4,5
51.306,52.143,41.837,406.22,40.429,49,20,5
59.892,58.928,54.12,399.96,80.976,83,7,5
103.51,102.51,97.508,525.1,756.73,59,6,7
108.14,105.43,99.939,577.45,767.76,49,7,7
81.113,81.318,75.292,563.62,721.39,551,41,7
108.36,105.36,100.31,554.74,669.21,39,7,7
107.16,104.12,98.83,556.22,642.07,112,6,7
109.25,106.5,101.5,566.38,618,8,12,7
112.09,107.79,100.38,586,497.79,34,11,7
109.35,106.35,100.45,592.9,429.15,40,6,7
97.195,94.033,84.581,566.74,328.64,215,6,7
122.27,115.27,106.67,580.46,308.77,102,14,7
114.7,110.23,103.43,561.86,557.87,91,8,7
223.13,220.21,221.62,24.673,324.13,581,0,1
250.92,252.28,253.23,23.73,275.55,801,0,1
230.27,242.07,253.85,32.384,182.66,8893,2,1
227.75,241.36,254.67,58.849,140.21,589,2,1
230.94,243.09,254.66,77.404,78.421,235,0,1
237.09,246.63,254.87,97.765,21.099,848,2,1
223.23,237.43,251.53,33.953,37.865,4537,1,1
223.23,237.43,251.53,33.953,37.865,4537,0,1
225.63,239.07,253.81,39.578,94.688,2519,1,1
230.27,242.07,253.85,32.384,182.66,8893,1,1
225.63,239.07,253.81,39.578,94.688,2519,0,1
225.63,239.07,253.81,39.578,94.688,2519,0,1
235.35,245.78,254.71,94.69,60.5,1482,1,1
235.35,245.78,254.71,94.69,60.5,1482,0,1
230.27,242.07,253.85,32.384,182.66,8893,1,1
238.68,247.45,254.67,36.681,234.92,1292,1,1
233.84,232.94,233.9,92.143,384.15,252,4,3
165.42,145.68,127.62,62.082,397.54,98,28,3
141.85,124,107.31,118.5,409.19,52,68,3
172.19,154.43,134.31,148.43,309.98,42,10,3
174.81,160.26,140.07,158.31,265.33,42,21,3
173.44,156.37,136.16,163.38,216.43,104,10,3
169.22,152.12,132.38,174.87,166.94,134,19,3
115,97.036,81.674,234.17,17.449,276,7,3
129.78,105.01,86.468,252.72,93.418,79,8,3
167.41,168.72,163.72,383.59,29.414,29,6,3
169.38,167.04,159.52,355.71,109.32,73,12,3
172.83,172.96,165.46,334.75,236.83,24,8,3
169.5,164.83,158.33,321.33,279.5,6,18,3
175.79,170.46,158.41,311.22,401.06,108,30,3
173.35,172.41,164.43,290.18,552.08,51,4,3
155.66,156.66,151.18,282.88,694.32,93,9,3
160.51,161.43,155.88,264.37,725.47,49,5,3
147,129,105.88,75.688,702.44,16,20,3
137.42,115.84,97.49,39.333,710.65,147,47,3
141.07,131.5,114.57,38.739,747.83,46,39,3
141.56,123.6,103.19,63.041,772.95,73,18,3
134.14,128.71,112.77,93.971,758.6,35,55,3
157.24,156.57,150.86,309.46,572.89,37,22,3
44.753,45.748,37.792,409.89,605.05,1336,4,3
96.605,96.184,90.316,495.26,601.58,38,4,3
100.4,102.89,97.725,543.65,601.3,91,11,3
94.52,95.44,89.28,571.56,603.2,25,13,3
12.59,15.322,9.2,436.94,34,205,1,3
34.739,37.332,30.705,466.71,28.286,437,4,3
79.136,78.592,71.874,501.6,16.233,103,2,3
166.01,167.7,163.49,336.98,102.36,240,9,3
171.44,171.06,163.69,322.44,293.35,52,10,3
170,164.9,154.2,285.4,408.5,20,9,3
173.61,172.78,165.2,289.59,546.71,49,12,3
16.424,15.28,87.966,465.05,745.61,118,7,3
48.257,38.429,25.286,514.74,762.29,35,12,3
44.737,40.421,26.158,546.63,766.97,38,34,3
47.021,40.021,28.702,563.45,759.43,47,3,3
19.356,15.573,86.697,571.99,477.64,436,7,3
16.231,15.769,99.615,555.5,457.88,26,3,3
13.381,11.316,45.767,497.15,477.42,215,7,3
18.278,14.444,58.056,488.36,409.25,36,5,3
15.979,13.951,66.165,498.76,361.82,425,0,3
15.979,13.951,66.165,498.76,361.82,425,5,3
13.25,12.301,69.306,467.77,309.46,216,3,3
17.363,14.549,68.132,479.26,243.88,91,1,3
20.704,19.278,95.926,492.22,214.52,54,6,3
26.261,22.377,13,509.07,196.8,69,4,3
19.703,17.257,91.486,493.27,143.51,74,1,3
35.775,27.925,16.4,530.45,143.75,40,20,3
44.767,38.6,27.8,573.37,185.6,30,5,3
46.231,37.769,29.923,584,181.19,26,11,3
44.359,34.5,21.328,543.36,180.39,64,6,3
117.48,124.69,128.46,81.895,509.3,324,13,5
123.42,138.45,150.8,113.19,514.63,715,1,5
123.42,138.45,150.8,113.19,514.63,715,3,5
104.95,111.28,119.31,128.03,524.44,94,100,5
139.62,154.46,165.6,70.042,634.17,309,6,5
139.62,154.46,165.6,70.042,634.17,309,6,5
141.25,155.1,164.99,80.486,629.17,72,4,5
164.01,173.86,181.7,101.28,622.6,155,3,5
59.482,77.306,4.171,486.11,93.679,193,4,5
74.878,93.551,54.449,487.15,64.345,490,2,5
44.369,63.689,42.087,427.99,182.43,206,3,5
61.753,82.474,53.505,422.09,254.66,291,8,5
49.017,64.624,40.936,425.32,314.67,865,2,5
54.412,74.412,50.686,426.9,425.98,102,1,5
46.943,61.354,33.057,409.89,480.91,229,3,5
38.201,39.177,32.735,414.06,546.97,339,1,5
54.426,65.137,1.224,394.92,690.49,183,1,5
71.449,75.936,38.163,479.83,705.73,283,3,5
91.547,11.558,69.672,506.37,693.36,640,1,5
21.496,17.317,11.186,535.3,699.57,789,5,5
98.029,11.229,79.265,565.87,368.71,680,1,5
91.745,12.561,12.679,579.6,332.45,212,6,5
75.444,95.462,75.656,571.75,297.71,1082,0,5
76.176,9.607,72.112,565.76,284.86,374,1,5
71.799,91.416,75.428,569.56,260.72,339,0,5
19.627,20.078,18.471,575.84,241.94,51,4,5
10,12.471,72.647,376.4,770.96,68,2,5
12.316,15.316,83.158,383.51,782.55,95,2,5
75.667,78.329,74.464,226.55,60.628,414,2,5
45.608,47.362,39.948,581.41,57.821,268,23,7
40.611,41.571,34.865,580.16,65.81,126,8,7
55.124,56.438,48.733,585.16,72.19,210,14,7
227.34,233.89,243.24,167.83,788.14,1209,1,1
224.23,232.1,243.16,129.98,785.23,818,2,1
220.63,227.63,239.04,86.803,782.76,1621,1,1
224.12,230.57,241.04,32.998,788.45,1501,1,1
231.6,236.42,244.25,20.431,724.83,3584,0,1
231.6,236.42,244.25,20.431,724.83,3584,0,1
245.68,247.83,252.37,24.228,549.1,3136,0,1
245.68,247.83,252.37,24.228,549.1,3136,1,1
240.38,243.81,249.54,24.299,436.3,6716,0,1
240.38,243.81,249.54,24.299,436.3,6716,0,1
239.15,243.25,249.89,17.901,286.68,1613,0,1
223.98,230.54,240.93,10.991,210.17,541,1,1
207.02,215.52,224.9,49.972,115.44,6596,0,1
202.58,211.37,220.47,29.985,75.148,846,0,1
201.21,210.21,219.21,46.417,64.307,446,1,1
53.837,67.422,46.224,365.2,749.69,147,10,3
47.313,53.688,47.75,394,709.19,16,36,3
103.55,94.293,73.533,369.56,634.15,75,157,3
110,84.667,80,257.33,636.67,3,187,3
168.71,172.36,155.46,185.69,628.09,94,34,3
144.68,154.44,120.15,171.18,619.68,34,20,3
104.82,109.25,107.18,122.05,497.77,65,171,3
80.382,87.157,71.613,105,399.24,217,23,3
95.778,79.889,62.472,127.03,352.53,36,26,3
100.85,73.868,63.026,133.39,223.84,114,14,3
144.86,147.32,143.57,154.68,106.32,37,91,3
105.27,100.13,91.4,209.27,33.567,30,96,3
48.859,50.828,46.438,313.17,32.813,64,37,3
159.69,126.46,118.21,368.31,168.46,99,35,3
92.26,60.719,51.833,390.35,327.83,96,73,3
70.387,67.903,64.387,389.77,493.84,31,52,3
164.86,186.24,175.52,336,375.76,21,9,3
93.923,101.35,94.192,230.96,220.15,26,58,3
125.85,119.28,109.02,487.05,348.25,131,3,3
100.68,88.186,74.314,519.14,373.29,156,5,3
110.13,102.9,94.722,481.33,48.435,115,2,3
50.557,49.941,41.795,477.71,692.37,219,7,3
107.43,100.32,90.375,477.63,773.29,72,16,3
27.038,28.588,22.39,453.61,625.97,505,2,3
165.8,181.97,173.63,326.93,591.77,30,15,3
117.87,114.16,107.08,257.89,565.34,38,144,3
199.71,198.63,191.24,193.29,643.66,41,12,3
154.57,154.85,141.08,184.77,673.05,65,122,3
130.36,108.64,105.43,72.071,418.64,14,35,4
114.68,99.9,96.85,68.3,290.5,40,43,4
122.55,108.3,106.35,71.9,238.7,20,47,4
122.28,106.3,104.26,85.2,206.62,50,58,4
116.92,105.32,103.56,97.08,155.28,25,43,4
120.14,103.89,103.75,96.286,140.57,28,63,4
120.38,102.77,101.77,77.538,455.38,13,55,4
122.68,114.43,115.84,99.757,17.216,37,24,4
53.996,49.646,40.586,212.75,491.73,268,65,5
53.996,49.646,40.586,212.75,491.73,268,17,5
59.346,53.788,45.913,251.53,494.9,104,4,5
55.784,50.297,44.216,260.43,498.24,37,4,5
12.742,14.364,93.636,474.67,430.42,66,3,5
35.099,36.148,29.901,565.37,438.65,81,19,5
15.72,17.112,11.076,487.1,284.46,304,4,5
11.7,13.74,10.14,510.56,243.7,50,5,5
20.067,11.6,4.1,469.73,183.5,30,5,5
52.719,75.806,6.106,460.77,77.963,217,3,5
5.903,76.909,3.097,471.86,53.527,330,2,5
93.005,90.466,40.259,472.51,39,193,3,5
66.859,78.526,48.333,467.5,544.26,156,6,5
24.133,26.711,24.06,498.88,500.89,83,4,5
16.901,17.011,11.209,517.23,508.23,91,12,5
14.986,16.043,11.449,518.22,518.99,69,5,5
58.743,57.086,48.314,517.2,708.91,35,30,7
62.482,59.885,52.408,562.3,703.3,693,7,7
56.843,52.833,43.8,562.16,679.28,790,5,7
56.843,52.833,43.8,562.16,679.28,790,6,7
38.971,38.17,31.888,518.63,639.11,348,2,7
45.852,42.908,33.524,556.52,640.23,2283,1,7
50.287,44.651,33.865,561.83,598.47,275,9,7
66.338,58.92,46.858,569.68,559.05,352,6,7
77.181,70.065,58.935,575.77,514.34,138,9,7
96.898,85.041,71.898,586.69,483.84,49,10,7
96.311,85.711,72.267,586.27,432.47,45,21,7
95.488,86.429,72.238,588.88,386.26,84,18,7
94.038,85.673,71.173,592.44,328.81,52,4,7
80.864,74.568,62.519,589.36,281.78,81,16,7
83.537,76.35,63.732,591.33,233.68,123,10,7
72.919,68.871,58.968,582.08,184.68,62,12,7
75.391,71.807,61.504,584.45,140.23,379,12,7
45.477,44.446,35.17,575.56,75.85,493,6,7
53.858,51.381,41.708,579.38,46.542,367,13,7
54.782,93.586,145.71,10.08,236.72,87,2,1
82.246,107.91,155.33,20.965,212.6,57,3,1
57.245,94.477,146.05,16.688,163.97,237,4,1
74.677,106.76,155.2,23.215,124.82,93,5,1
66.66,101.37,150.64,15.687,104,527,1,1
53.303,91.857,143.33,21.263,85.223,175,0,1
73.643,59.683,36.611,87.373,100.98,126,73,2
53.821,45.449,23.718,66.859,75.385,78,19,2
22.391,20,9.087,68.174,59.957,23,78,2
97.586,13.172,3.931,116.48,15.276,29,16,2
17.119,19.024,11.333,154.73,29.036,84,17,2
54.5,47,37.167,135.4,20.813,48,139,2
22.593,21.525,13.78,93.542,21.508,59,54,2
16.304,16.5,39.565,82.5,27,46,31,2
76.226,62.71,31.484,88.871,132.32,31,137,2
86.957,11.261,68.261,301.48,30.043,23,9,2
108.66,85.232,60.839,65.732,499.61,56,11,3
117.58,95.475,71.825,148.35,497.5,40,23,3
134.98,113.22,92.529,193.69,466.69,51,125,3
176.66,150.32,123.32,225.8,454.8,50,11,3
162.7,136.32,110.31,126.43,414.77,84,20,3
166.49,140.22,111.55,99.388,407.52,85,11,3
163.27,137.42,111.26,83.052,368.94,77,10,3
161.33,137.63,110.83,94.5,316,24,12,3
169.17,143.67,115.92,139.04,303.46,24,17,3
164.19,136.36,109.01,185.87,294.21,101,11,3
167.22,135.76,110.04,247.52,225.42,50,13,3
158,128.63,103.23,226.75,158.81,52,11,3
161.2,136.88,108.61,158.73,150.98,41,13,3
161.27,134.33,108.28,90.688,243.7,64,19,3
170.76,137.33,110.13,223.85,347.83,163,47,3
204.7,198.7,186.7,300.36,302.69,96,2,3
189.98,183.18,172.8,318.41,300.84,61,15,3
186.7,180.26,168.86,323.26,393.77,57,39,3
192.98,186.98,174.86,348.54,112.04,83,4,3
88.868,82,73.895,327.71,26.342,38,215,3
188.01,181.88,169.94,354.04,26.784,111,7,3
11.42,11.791,58.867,386.62,223.99,1165,3,3
41.766,60.202,25.237,435.8,154.51,991,2,3
169.86,132.47,98.703,538.92,137.06,64,12,3
156.11,125.19,92.481,554.63,102.37,27,20,3
60.181,7.148,16.209,497.59,87.581,277,1,3
3.516,5.371,21.279,417.55,288.9,469,2,3
64.228,77.438,30.926,450.04,331.52,324,7,3
158.58,128.67,99.91,487.19,326.2,100,18,3
65.213,52.15,37.237,520.86,406.19,80,35,3
41.759,33.88,25.181,525.44,457.38,216,22,3
15.069,15.517,97.931,462.41,485.66,29,4,3
4.267,60.366,30.576,395.16,491.27,191,1,3
198.08,191.79,181.25,292.04,438.09,207,15,3
201.16,193.62,177.89,315.38,553.6,45,9,3
214.39,208.74,203.63,293.01,683.32,516,2,3
210.76,203.93,193.65,393.18,628.87,287,3,3
207.3,201.62,190.77,423.46,654.16,182,3,3
51.428,56.807,59.875,501.03,638.73,584,1,3
70.176,73.038,77.656,333.07,720.68,131,4,3
209.7,204.65,200.46,256.41,697.36,652,1,3
209.42,204.55,200.49,178.85,685.87,386,3,3
185.16,179.47,172.88,103.5,671.69,32,130,3
205.46,202.42,197.51,58.279,665.85,269,1,3
205.46,202.42,197.51,58.279,665.85,269,2,3
204.07,201.78,197.35,35.959,662.05,217,0,3
202.54,199.53,194.83,22.591,674.69,298,2,3
34.053,46.658,55.701,132.86,596.39,187,26,5
49.154,53.014,53.14,205.32,602.69,143,2,5
50.056,54.056,54.167,216.17,596.87,54,1,5
31.549,45.966,56.298,127.9,570.27,1575,1,5
42.13,55.8,65.548,99.374,573.67,115,5,5
42.13,55.8,65.548,99.374,573.67,115,10,5
59.894,79.894,32.872,428.43,274.73,94,2,5
92.425,10.984,77.221,458.37,264.55,367,9,5
43.223,51.196,48.063,500.67,270.04,112,19,5
37.798,35.506,26.955,472.82,233.57,89,3,5
52.587,55.478,47.5,501.28,224.02,46,13,5
64.228,77.438,30.926,450.04,331.52,324,4,5
55.337,67.013,3.104,446.32,356.92,519,0,5
34.478,47.402,18.786,426.85,422.87,766,3,5
36.618,47.635,19.398,424.38,501.84,482,1,5
42.716,62.716,44.444,418.32,547.44,162,1,5
57.826,69.898,19.028,423.7,241.45,391,1,5
54.393,67.615,31.611,409.99,77.971,1937,1,5
3.5,5.5,22.549,428.19,50.539,102,0,5
21.772,2.298,17.648,448.31,766.13,6353,0,5
1.082,15.792,13.251,512.54,754.45,366,0,5
221.82,244.19,253.96,10.681,155.86,414,3,1
220.98,244.25,254.72,65.98,118.13,5246,2,1
221.06,243.7,254.36,23.701,74.847,990,1,1
213.65,240.39,254.53,56.673,21.214,1687,0,1
221.62,244.84,254.66,155.92,92.806,8551,1,1
228.52,246.86,254.51,205.82,25.4,563,4,1
235.07,248.74,254.48,239.14,85.012,2415,3,1
221.62,244.84,254.66,155.92,92.806,8551,0,1
220.98,244.25,254.72,65.98,118.13,5246,1,1
220.98,244.25,254.72,65.98,118.13,5246,1,1
220.98,244.25,254.72,65.98,118.13,5246,0,1
26.649,37.622,21.351,276.65,555.46,37,28,2
21.343,27.194,15.463,281.63,562.7,67,26,2
36.378,25.568,14.216,285.08,548.76,37,70,2
28.859,33.976,21.306,284.06,541.61,85,76,2
38.367,38.98,27.939,264.43,704.14,49,18,2
12.435,21.494,11.788,287.55,757.19,85,19,2
12.435,21.494,11.788,287.55,757.19,85,17,2
20.735,23.524,12.667,287.61,742.95,147,20,2
43.615,44.244,29.795,255.51,719.49,78,32,2
115.98,102.71,90.431,58.471,767.12,51,10,3
112.57,99.069,88.092,84.897,759.11,87,33,3
117.07,102.97,87.2,134.2,694,30,16,3
127.56,109.35,90.177,144.81,579.23,62,22,3
135.48,114.76,96.848,104.33,512.15,33,22,3
143.58,111.39,91.697,58.121,454.44,66,25,3
139.42,114.17,93.678,92.763,436.22,59,20,3
143.23,120.73,94.213,159.84,397.97,94,21,3
116.44,84.596,65.074,149.33,368.55,94,31,3
122.46,92.554,63.036,252.77,310.55,56,13,3
114.35,87.739,58.935,324.52,314.04,46,16,3
128.63,124.9,113.81,368.69,318.69,124,63,3
144.81,140.65,129.46,411.21,317.56,63,3,3
134.32,131.32,122.32,419.97,365.77,65,7,3
137.3,134.3,126.22,415.76,473.94,67,5,3
118.95,119.69,113.67,424.88,591.17,306,15,3
103.9,105.9,102.74,418.75,722.79,101,5,3
103.9,105.9,102.74,418.75,722.79,101,5,3
142.07,136.33,124.39,420.64,262.21,85,5,3
92.623,88.093,81.512,511.09,142.42,162,5,3
81.663,79.56,75.196,524.82,150.06,184,8,3
74.038,77.513,76.987,563.1,155.27,78,8,3
146.97,154.34,162.94,341.38,101.09,210,3,3
162.79,167.86,174.69,307.37,77.442,659,3,3
110.61,114.78,118.22,282.92,49.047,64,15,3
146.14,149.08,153.62,301.88,35.111,162,77,3
88.48,77.787,68.933,321.19,27.733,75,25,3
188.1,184.55,177.9,10.66,196.8,215,2,3
185.28,180.74,173.78,72.691,184.11,152,1,3
183.75,179.19,171.25,100.08,174.61,36,6,3
194.65,200.46,198.3,150.26,165.02,101,92,3
190.05,193.16,190.25,184.39,162.67,166,15,3
223.43,225.55,224.33,228.06,154.14,84,14,3
161.82,157.48,148.19,282.95,158.13,79,3,3
149.27,114.27,87.273,65.455,347.82,33,14,3
143.37,111.14,81.74,120.95,336.88,73,15,3
149.42,113.71,86.085,104.25,361.44,59,17,3
142.48,116.75,95.889,49.722,530.97,108,15,3
140.96,116.43,98.714,38.071,592.86,28,17,3
114.19,102.5,88.938,88.5,733.5,16,26,3
127.83,107.92,85.237,193.88,499.36,76,17,3
130.45,104.23,81.091,234.36,422.32,22,25,3
121.88,99.207,75.862,323.9,389.71,58,12,3
121.32,98.864,80.045,224.91,632.77,22,13,3
117.12,100.12,80.6,195.56,660.44,25,18,3
115.75,100.22,84.905,164,716.27,63,25,3
115.47,102.68,89.439,86.912,717.7,57,16,3
28.85,46.81,69.272,101.36,251.71,147,0,5
29.946,48.451,71.155,127.21,254.1,277,1,5
16.461,20.684,22.092,39.382,247.82,76,20,5
23.731,28.771,30.335,55.498,253.05,227,3,5
56.918,10.603,61.712,517.54,735.35,146,3,5
71.176,10.618,6.5,520.97,723.91,34,14,5
43.158,81.579,45.789,513.89,692,19,5,5
55.139,64.514,21.597,520.71,631.69,144,4,5
12.529,14,11.093,556.96,537.06,172,5,5
48.903,71.484,55.774,578.53,532.35,310,7,5
5.348,74.396,60.073,556.58,510.07,273,3,5
71.683,70.3,59.867,548.3,461.78,60,48,5
22.714,18.762,15.881,532.81,409.81,84,4,5
88.021,10.799,95.775,529.97,293.6,677,2,5
16.942,11.885,34.038,547.46,289.5,52,39,5
91.039,80.909,47.273,554.79,302.79,77,5,5
244.54,244.94,245.14,30.804,542.06,1694,0,1
236.96,237.45,237.69,76.036,520.96,527,0,1
254.97,254.97,254.97,109.63,497.73,646,0,1
254.97,254.97,254.97,109.63,497.73,646,0,1
251.88,252.15,252.26,80.283,463.83,1060,0,1
254.99,254.99,254.99,22.571,453.95,971,0,1
253.94,254.18,254.26,17.334,431.3,1277,0,1
250.56,250.77,250.94,16.672,372.25,2046,0,1
248.75,249.49,250.07,36.897,324.49,818,0,1
254.7,254.7,254.7,62.966,265.04,1712,0,1
254.7,254.7,254.7,62.966,265.04,1712,0,1
253.48,253.69,253.8,26.912,254.54,2850,0,1
254.7,254.7,254.7,62.966,265.04,1712,0,1
247.95,248.8,249.39,92.906,255.72,885,0,1
253.7,253.7,253.7,58.087,161.47,80,5,3
195.45,204.58,210.1,135.61,195.2,168,12,3
179.69,191.43,198.48,175.07,194.37,188,0,3
177.12,168.81,161.41,163.57,132.05,103,111,3
154.37,154.13,151.98,181.99,122.36,327,3,3
119.81,123.12,120.58,267.8,116.88,102,41,3
111.79,115.02,112.64,335.75,117.64,56,14,3
83.75,94.75,100.75,475.05,106.6,20,7,3
78.529,87.011,92.677,524.72,121.23,189,7,3
113.23,115.81,116.34,390.33,99.431,211,9,3
143.97,144.58,138.33,309.03,73.361,36,15,3
84.797,85.561,79.528,274.85,79.837,123,27,3
86.342,72.132,59.737,130.61,20.526,38,4,3
77.25,64.25,56.083,75.125,20.042,24,20,3
77.139,67.056,57.278,14.972,23.389,36,22,3
88.123,92.74,93.342,295.14,188.66,73,19,3
137.02,139.02,136.77,324.62,326.92,91,20,3
145.74,147.39,147.45,305.29,524.26,31,17,3
103.85,102.62,95.35,295.58,720.65,117,40,3
117.62,99.379,84.747,429.67,737,87,49,3
17.488,17.829,13.783,388.89,640.89,129,3,3
40.333,35.852,26.667,430.44,632.67,27,10,3
14.232,16.38,15.253,385.18,535.41,2245,20,3
51.373,76.373,70.098,413.59,514.6,408,0,3
49.958,68.939,68.006,436.25,484.45,707,2,3
24.649,23.486,20.225,452.23,425.95,111,13,3
23.698,23.95,22.863,454.01,351.3,139,8,3
14.277,14.928,12.928,453.71,339.33,83,1,3
14.585,15.384,10.226,407.43,197.66,164,1,3
93.819,76.265,65.651,50.554,788.27,83,11,3
71.841,62.773,66.265,270.92,783.99,132,29,3
114.79,96.372,85.372,404.49,721.31,94,45,3
110.34,111,105.19,450.94,718.09,32,6,3
157.7,155.97,150.91,184.55,704.09,76,5,3
131.33,135.56,138.61,86,706.94,18,42,3
155.31,155.62,153.61,31.528,692.99,89,9,3
175.32,174.28,170.54,44.203,642.27,79,16,3
167.02,166.44,163.27,73.341,609,41,87,3
170.61,171.33,172.23,112.17,554.03,631,10,3
136.03,131.65,127.8,177.18,511.71,152,11,3
115.61,124.97,129.9,214,566,31,79,3
116.76,128.44,135.8,185.19,583.24,79,68,3
87.479,90.066,88.019,231.46,511.77,213,8,3
75.609,81.043,88.652,200.61,401.78,23,39,3
101.09,95.125,93.034,150.47,420.74,88,38,3
122.6,117.24,118.16,71.6,416.4,25,24,3
117.67,109.67,106.67,106.25,362.67,12,15,3
108.95,104.44,99.439,141.02,341.05,41,6,3
96.264,93.113,88.094,162.28,338.19,53,7,3
33.686,40.486,49.257,172.4,303.91,35,9,3
38.481,42.481,53.481,172.22,275.44,27,7,3
50.438,58.563,68.219,172.81,254.94,32,28,3
93.802,95.469,99.156,181.89,459.71,96,34,3
132.88,137,137.27,192.12,455.85,26,13,3
115.96,119.33,115.66,268.12,353.31,107,48,3
115.96,119.33,115.66,268.12,353.31,107,27,3
147.13,150.56,149.56,290.64,406.56,39,5,3
146.45,148.33,147.64,281.92,450.18,73,10,3
107.41,102.4,97.878,171.65,399.02,82,8,3
112.65,106.93,103.45,133.89,382.28,121,21,3
118.35,111.5,108.58,97.346,382.64,104,8,3
15.466,20.795,20.068,248.18,261.84,161,3,5
54.274,56.674,55.646,252.23,509.29,749,3,5
61.188,79.307,86.634,435.92,571.5,101,2,5
47.635,74.108,62.697,454.9,562.88,482,15,5
65.407,79.407,6.5,476.32,563.29,270,6,5
13.18,14.563,96.845,392.78,665.89,206,19,5
96.847,93.423,7.027,442.57,669.47,111,5,5
79.884,98.996,85.753,458.8,671.13,259,7,5
38.914,51.857,26.457,388.43,791.94,35,23,5
82.735,91.248,98.396,49.822,82.25,608,6,5
39.952,35.144,26.423,422.88,44.269,104,11,5
52.64,47.8,40.267,438.04,40.08,75,37,5
37.843,39.6,40.914,476.77,29.514,70,3,5
56.696,75.982,66.339,426.94,275.45,112,1,5
58.778,78.778,68.778,421.68,291.38,311,1,5
69.853,92.583,85.149,463.73,281.3,5090,0,5
80.061,84.061,87.061,587.33,678.45,33,8,7
71.839,73.964,73.504,552.08,612.3,274,7,7
31.768,33.5,29.943,517.81,576.44,750,3,7
33.32,35.32,32.88,509.68,489.92,25,1,7
29.715,35.14,35.064,509.05,402.69,172,10,7
30.304,36.174,36.565,511.48,321.76,46,8,7
23.766,29.606,30.064,524.94,278.73,94,1,7
25.737,29.896,29.22,539.25,206.37,1235,3,7
67.45,73.433,73.575,570.86,203.22,120,18,7
83.227,84.364,86.318,577.05,254.55,22,8,7
69.709,74.388,75.049,562.09,393.34,103,16,7
80.389,82.389,81.389,564.39,486.64,36,4,7
71.067,75.981,77.076,574.86,698.14,105,14,7
71.633,76.9,80.083,583.95,746.33,60,8,7
