@RELATION train_nonumpixels

@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute G1 REAL
@attribute G2 REAL
@attribute x_region REAL
@attribute y_region REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@DATA
173.7,150.65,134.45,-56.513,18.253,207.6,270.3,31,3
169.17,148.42,131,12.072,12.142,287.5,266.5,27,3
159.2,132.2,116.9,13.429,14.488,348.5,264,16,3
176.03,154.83,140.14,-39.433,12.664,288.83,133.45,20,3
144.43,132.32,125.44,-67.724,30.007,200.92,136.08,22,3
154.61,130.43,113.57,-15.164,19.377,335.3,138.04,31,3
174.98,170.82,172.79,48.192,16.21,126.01,47.45,3,4
199.92,199.66,201.37,67.522,40.864,55.61,126.93,2,4
167.46,165.43,168.19,58.343,7.065,41.129,235.48,1,4
125.06,122.68,127.63,37.005,11.431,18.889,342.57,4,4
51.43,41.057,46.774,20.033,39.429,13.63,400.09,2,4
167.43,167.29,170.83,12.5,33.621,225.24,656.14,3,4
164.47,165.6,171.19,-92.693,41.38,244.67,682.36,11,4
133.14,151.86,173.91,10.69,19.142,75.667,416.47,11,5
155.09,173.99,192.08,17.289,17.174,67.76,450.15,6,5
162.61,159.68,156.36,-52.667,35.569,74.089,491.96,11,5
174.66,170.27,167.11,-36.898,35.318,144.48,490.78,1,5
93.989,91.191,86.989,9.778,79.219,161.79,453.26,4,5
91.727,88.227,82.591,98.047,33.507,165.59,415.41,3,5
85.688,77,72.021,8.081,13.648,252.17,424.35,5,5
127.17,109.19,98.74,19.823,10.862,224.4,454.61,6,5
138.33,132.06,126.7,-67.797,41.593,234.23,496.49,15,5
132.76,114.65,105.46,60.581,19.857,311.79,499.39,10,5
74.771,71.463,66.911,10.106,20.418,334.04,445.03,25,5
60.223,60.151,57.944,61.155,13.832,335.56,418.06,15,5
73.853,85.161,91.076,20.903,10.905,165.05,254.53,38,5
62.347,74.493,80.666,28.836,11.017,185.01,211.25,8,5
34.589,35.286,27.643,28.187,38.665,301.3,200.05,5,5
60.167,50.865,45.339,14.434,16.258,279.58,245.46,9,5
84.309,66.669,58.288,36.183,84.519,363.22,248.22,14,5
38.934,34.659,30.161,22.823,12.589,365.58,212.05,15,5
169.64,200.44,229.35,18.26,76.958,197.11,46.313,15,5
150.49,137.5,141.4,18.487,17.145,240.61,35.881,10,5
119.43,131.76,134.29,-12.592,24.907,374.23,26.706,25,5
25.021,29.924,24.242,24.066,58.204,517.8,532.84,2,6
173.84,174.82,166.92,0.83367,35.172,584.84,381.58,4,7
176.22,176.59,167.48,11.999,34.432,585.19,281.93,3,7
173.63,174.92,166.49,61.426,34.096,592.94,227.45,5,7
83.065,84.282,81.798,12.197,40.246,561.05,63.597,4,7
165.3,166.71,160.08,13.505,28.316,595.02,446.74,5,7
163.83,165.22,159.96,18.773,4.023,584,545.43,9,7
142.66,145.48,142.26,10.485,9.851,566.73,656.44,2,7
156.05,159.51,157.33,13.824,25.745,579.76,737.73,3,7
157.11,160.42,156.58,16.293,52.022,531.15,770.65,29,7
155.66,158.09,154.59,14.854,29.011,537.24,746.52,4,7
152.76,155.31,152.05,16.477,40.507,551.9,732.85,5,7
151.89,154.25,148.91,18.171,26.817,532.42,710.75,10,7
129.47,132.59,127.27,79.513,10.054,563.93,588.97,8,7
223.31,222.9,224.48,76.155,16.382,58.892,166.05,0,1
251.18,251.16,249.89,82.653,19.032,25.678,84.086,0,1
254.65,254.65,254.65,82.717,0.096045,29.778,29.748,0,1
247.41,247.35,247.64,82.394,36.381,155.01,46.488,0,1
251.18,251.16,249.89,82.653,19.032,25.678,84.086,0,1
249.07,248.99,249.29,84.38,30.055,117.05,55.523,1,1
240.08,239.91,240.61,83.357,80.035,82.983,128.99,0,1
244.54,244.31,244.75,81.055,37.496,225.96,27.446,0,1
228.35,227.55,228.63,65.377,10.481,299.08,37.047,0,1
65.844,77.714,64.805,6.455,59.464,404.26,315.36,144,2
154.25,142.72,120.19,21.738,11.653,152.67,406.42,22,3
162.71,151.67,131.5,25.29,11.478,196.88,282.5,15,3
147.75,135.59,118.81,22.091,14.452,210.67,228.38,21,3
154.42,147,147.83,-14.291,10.463,150.83,174.92,41,3
248.25,248.11,248.42,83.316,32.456,115.01,62.068,22,3
163.46,160.05,161.46,23.504,12.412,235.22,71.585,16,3
120.22,113.08,100.57,27.024,23.961,328.64,70.48,21,3
171.1,159.84,141.11,17.002,75.282,300.15,165.08,13,3
163.87,151.18,129.92,26.231,11.209,260.22,216.88,10,3
159.26,145.93,126.04,23.954,15.24,388.41,199.93,33,3
66.015,53.394,36.815,55.592,64.762,508.21,240.08,15,3
117.86,106.33,90.792,2.628,13.69,502.15,177.65,11,3
96.955,84.045,66.365,54.395,16.797,511.39,157.87,58,3
84.807,72.273,52.557,22.829,14.821,510.01,124.53,13,3
121.71,117.92,106.86,7.595,10.104,504.06,100.53,25,3
75.085,67.915,55.471,54.237,18.301,502.44,75.511,4,3
55.645,46.753,34.63,27.197,10.994,495.19,297.26,12,3
104.44,101.1,89.648,29.252,15.141,498.73,337.72,25,3
113.07,105.66,92.205,57.277,92.296,488.18,424.75,13,3
111.74,100.98,87.348,77.814,74.402,473.23,592.09,3,3
112.99,98.005,82.455,43.737,71.473,460.25,770.66,14,3
101.86,76.632,51.641,11.533,85.925,562.06,623.53,31,3
139.17,125.47,106.36,21.883,17.27,248.19,593.04,39,3
143.76,132.52,113.28,25.819,20.986,210.97,515.9,43,3
141.33,128.58,112.93,20.166,10.735,50.951,750.79,14,3
140.43,128.3,112.66,19.671,13.379,139.53,742.02,7,3
147.84,136.24,118.08,17.144,19.155,247.35,418.22,42,3
139.74,128.95,115.08,20.793,13.28,258.13,338.92,17,3
144.35,136.76,122.54,28.483,17.216,137.14,377.76,40,3
167.68,176.48,185.7,46.306,47.52,130.94,199.46,30,5
59.097,60.518,56.418,29.727,18.131,238.82,167.1,90,5
131.17,146.22,146.64,32.007,64.24,332.15,204.49,69,5
77.14,79.035,77.789,23.988,53.499,203.33,259.19,37,5
136.29,153.47,162.24,24.792,3.218,218.05,475.55,7,5
65.004,66.456,61.844,83.771,86.306,113.22,638.38,11,5
11.155,11.536,75.635,26.935,44.915,508.35,544.48,3,6
90.17,91.318,86.397,19.513,13.508,590.7,229.65,9,7
130.17,133.24,129.88,58.527,40.568,587.11,138.99,5,7
132.87,136.69,133.46,12.933,40.345,583.35,61.952,5,7
133.94,138.01,133.73,57.365,87.617,575.38,15.741,9,7
138.4,141.54,137.35,14.486,33.631,568.59,73.113,5,7
137.08,139.02,135.23,14.658,44.659,576.83,119.78,5,7
253.11,253.09,253.13,87.709,0.73863,52.264,409.43,0,1
230.27,230.98,232.65,72.348,61.148,28.894,340.06,0,1
251.32,251.29,250.9,85.79,16.393,81.68,495.7,0,1
253.82,253.82,253.83,88.023,0.19695,39.542,598.72,0,1
245,244.41,244.31,73.26,70.867,126.3,632.2,0,1
252.23,252.18,252.35,85.503,15.454,180.4,710.19,0,1
254.01,254.01,254,86.269,0.050411,262.04,762.1,0,1
252.24,252.24,252.24,86.481,1.014,224.54,742.63,0,1
249.08,248.96,248.99,81.467,27.883,155.83,668.29,0,1
254,254,254,88.171,0,56.026,749.85,0,1
254,254,254,88.171,0,56.026,749.85,0,1
150.75,167.52,142.07,-33.024,45.676,360.68,741.07,77,2
128.71,135.29,94.941,-44.095,28.56,384.94,753.53,14,2
93.136,84.102,74.237,13.959,88.348,210.63,349.46,11,3
87.333,75.96,61.847,14.201,80.046,315.46,357.43,7,3
140.95,133.36,120.27,-12.519,27.148,235.18,416.5,28,3
133.68,124.26,106.32,-68.994,17.339,359.58,427.32,41,3
124.94,111.78,93.14,39.284,18.061,435.72,426.7,51,3
132.88,123.94,107.41,10.188,22.883,396,500.59,31,3
122.22,110.76,94.9,-12.832,19.216,204.02,148.4,51,3
135,122.29,104.62,-15.57,16.52,107.19,57.143,8,3
135.86,125.06,108.28,-21.833,12.797,46.5,87.278,6,3
147.93,135.45,120.42,-15.592,20.398,30.942,219.32,26,3
156.61,141.71,129,-13.046,20.008,28.742,280.55,43,3
142.56,132.4,117.65,-12.099,24.951,148.06,278.19,25,3
114.22,104.78,91.595,-22.879,28.835,256.78,216.92,11,3
67.144,61.432,48.232,66.066,11.025,398.12,278.24,11,3
84.131,76.318,63.57,74.613,13.829,456.28,282.21,11,3
80.3,71.522,60.68,-18.858,13.66,496.79,281,8,3
100.99,91.538,79.111,14.494,17.303,500.12,418.04,15,3
128.77,119.69,107.77,-22.421,31.628,360,491.46,44,3
157.78,147.11,132.72,-32.366,28.986,243.17,524.67,33,3
157.25,144.33,126.91,-19.827,22.811,194.33,458.54,35,3
157.8,149.91,135.14,-26.241,12.303,264.97,559.51,17,3
188.63,170.06,149.75,44.005,10.327,183.94,514.75,32,3
186.81,170.04,153.81,19.413,14.943,166.19,480.08,12,3
208.2,198.41,181.31,11.593,11.422,141.86,517.41,33,3
203.87,194.02,179.04,-59.295,12.847,133.51,544.89,8,3
196.98,188.3,170.32,-84.998,10.648,176.77,561.36,33,3
242.8,242.43,242.06,72.714,45.691,148.28,651.88,14,3
146.92,133.38,120.79,-59.671,10.7,249.17,626.04,9,3
149.01,133.9,119.96,25.817,10.848,281.81,636.64,7,3
148.02,137.45,126.04,-29.673,25.931,292.97,594.67,23,3
122.54,117.2,106.48,-10.263,16.558,336.7,647.36,7,3
129.82,117.45,101.1,10.221,11.335,369.89,651.82,24,3
139.07,126.95,111.68,12.821,14.007,398.96,601.26,19,3
124.26,116.9,101.23,-63.442,26.478,410.23,533.52,11,3
116.33,110.02,99.571,73.396,67.336,414.38,672.76,9,3
110.5,106.11,97.695,-64.927,13.165,388.62,693.26,5,3
177.97,172.69,163.17,9.625,8.992,294.8,663.03,16,3
113.96,110.49,103.02,13.02,89.229,391.96,720.43,14,3
114.29,104.25,91.958,-12.001,16.557,468.69,482.33,39,3
130.94,139.69,143.5,15.624,15.942,109.52,213.86,8,5
135.06,150.18,156.88,18.237,12.103,130.8,192.69,13,5
139.41,149.7,156.8,17.805,12.792,135.03,226.76,17,5
124.03,142.28,155.39,23.453,13.304,89.061,144.42,17,5
121.5,121.26,121.57,-15.889,46.605,217.94,572.81,7,5
175.46,173.4,172.01,-27.982,56.632,237.07,586.12,24,5
133.25,132.49,131.29,-28.596,56.455,252.53,607.88,121,5
56.271,61.665,59.204,19.368,10.521,486.59,500.92,5,5
65.007,71.382,68.184,18.634,99.868,482.26,524.19,14,5
40.605,40.868,37.237,16.086,12.331,469.59,549.8,9,5
69.957,78,74.915,-11.022,14.59,475.11,566.77,7,5
102.12,99.554,92.832,15.176,20.312,317.57,518.19,31,5
86.03,84.843,80.761,-19.419,27.853,324.63,568.23,38,5
101.23,100.44,95.584,-65.673,30.786,334.93,585.02,35,5
52.768,52.619,48.483,77.463,19.757,456.31,606.85,6,5
86.261,93.313,93.379,-24.804,25.161,478.45,605.46,22,5
74.435,76.092,71.062,57.205,78.047,547.44,340.11,12,7
132.6,134.11,130.08,8.94,57.143,568.54,360.36,14,7
147.76,150.37,147.58,58.314,82.374,587.64,431.27,9,7
135.96,138.43,135.18,-10.121,72.765,595.32,317.43,10,7
159.65,163.49,162.44,11.833,60.317,591.59,541.71,12,7
165.91,172.56,171.62,-46.095,60.695,552.47,654.2,7,7
160.46,167.97,167.11,54.071,59.463,589.92,750.96,10,7
169.45,178.52,178.59,36.733,31.394,514.72,751.1,4,7
161.91,169.86,168.66,27.549,87.677,498.24,784.62,7,7
140.17,147.11,146.39,88.332,14.58,456.76,758.7,7,7
164.37,171.44,170.47,96.207,62.023,538.63,696.21,6,7
162.86,168.93,168.14,22.682,5.366,526.64,651.43,6,7
162.43,166.57,166.21,25.383,75.348,550.14,594.5,9,7
161.66,167.74,166.63,10.705,72.741,582.2,644.23,8,7
251.94,252.27,252.73,84.724,35.115,125.34,207.31,0,1
253.27,253.2,253.34,87.107,0.3632,94.109,71.406,0,1
253.27,253.2,253.34,87.107,0.3632,94.109,71.406,0,1
252.74,252.78,252.9,88.18,0.58892,236.31,53.362,0,1
252.74,252.78,252.9,88.18,0.58892,236.31,53.362,0,1
212.42,216.67,223.64,57.775,12.288,369.85,39.283,7,1
238.08,240.14,242.99,73.063,7.731,385.42,71.306,0,1
248.61,248.84,249.41,83.271,41.981,263.05,123.9,0,1
253.64,253.67,253.75,86.751,0.8132,116.08,210.58,0,1
251.44,251.55,252.18,84.194,48.989,32.61,401.52,0,1
249.21,249.89,250.86,85.64,2.546,88.851,242.26,0,1
253.9,253.91,253.93,87.748,0.2822,171.39,161.43,0,1
252.91,253.02,253.28,87.451,21.073,55.391,316.86,0,1
138.35,136.59,140.64,12.705,26.483,59.951,512.53,25,3
186.33,169.15,156.56,23.468,19.196,18.407,613.81,26,3
177.37,156.14,143.65,31.083,17.567,86.333,668.74,14,3
166.43,141.67,125.38,15.919,16.527,40.143,768.33,21,3
164.75,146.88,135.31,7.832,21.314,129.31,776.81,18,3
163.14,137.29,119.14,-21.148,24.111,201.57,728.29,32,3
165.32,140.39,126,15.702,23.049,210.36,679.64,40,3
153.34,128.38,112.38,28.73,26.196,356,686.83,40,3
153.63,132.75,120.45,94.235,18.6,349.08,755.65,28,3
141.95,124.76,111.22,76.579,19.252,450.11,765.3,10,3
76.839,58.097,45.806,37.203,93.671,472.13,533,19,3
91.615,76.231,63.615,78.087,10.796,506.08,530.15,13,3
86.219,70.406,55.75,18.208,10.169,504.81,496.16,25,3
125.28,104.91,92.156,91.605,18.194,520.66,356.94,28,3
138,118.52,104.22,-13.994,15.788,486.74,349.22,18,3
130.95,111.48,97.333,13.353,13.562,512.6,324.48,24,3
140.45,120.14,106.32,96.445,12.993,461.45,315.14,18,3
125.57,112.77,105.3,23.827,24.658,379.11,345.71,25,3
143.52,131.93,125.12,11.976,26.153,269.82,353.9,28,3
152.79,147.68,147.07,21.676,26.173,171.59,361.91,18,3
201.42,187.28,175.7,-14.647,97.421,184.77,321.09,8,3
110.12,97.534,93.021,20.388,17.202,262.77,305.76,20,3
86.607,74.922,68.667,26.085,15.057,340.91,297.58,17,3
200.11,188.61,180.06,68.843,56.241,339.67,147.89,9,3
194.43,182.6,175.33,13.533,53.902,381.76,136.79,13,3
185.48,175.03,168.7,-96.113,97.274,423.34,131.45,20,3
168.51,153.42,142.92,-27.464,10.885,492.17,122.73,17,3
169.22,147.28,128.88,-14.991,19.836,529.84,60.603,29,3
163.97,149.89,140.8,-14.673,13.898,437.63,92.829,23,3
135.23,121.3,110.2,14.683,13.475,525.82,79.821,28,3
176.06,157.82,139.54,-46.643,15.765,518.25,86.529,27,3
147.85,129.73,118.46,-51.462,81.589,512.04,157.54,16,3
89.6,77.05,63.25,23.837,37.119,581.35,152.4,5,3
99.379,99.417,93.515,22.346,10.066,390.55,627.45,3,3
90.977,88.54,81.958,18.113,48.321,421.67,567.74,4,3
70.75,66.617,58.855,72.266,91.819,442.82,502.22,4,3
109.26,106.18,98.272,14,21.13,432.65,442.24,4,3
96.311,96.778,91.778,28.564,21.093,457.38,388.44,3,3
88.017,79.454,71.654,17.409,57.541,352.56,392.79,5,3
80.076,74.774,68.383,20.611,33.085,325.42,452.71,3,3
89.241,82.912,75.174,21.211,32.287,287.21,551.09,4,3
90.54,86.234,79.582,19.51,30.074,259.95,620.19,4,3
96.442,94.769,89.854,25.55,22.123,132.81,601.72,3,3
96.462,92.452,86.567,27.684,26.273,178.77,520.21,3,3
102.51,97.904,92.685,14.006,23.712,204.71,436,6,3
107.55,102.34,98.132,27.001,2.276,230.09,387.57,4,3
110.93,107.9,104.1,19.526,33.319,96.33,460.69,4,3
115.06,110.87,106.74,15.567,24.163,134.58,417.16,6,3
112.9,108.92,104.63,10.75,22.772,228.62,277.37,5,3
108.73,106.49,103.1,25.271,26.187,252.69,247.84,4,3
93.353,87.903,83.085,21.408,30.289,319.8,262.38,3,3
86.175,82.298,78.17,20.617,66.245,331.3,247.42,6,3
73.385,67.619,62.281,13.154,42.933,409.24,261.55,5,3
75.149,75.639,73.466,10.722,14.297,414.43,225.58,5,3
84.07,79.358,70.597,84.673,51.516,501.45,251.99,4,3
112.28,110.35,102.51,19.712,22.444,493.74,211.37,3,3
109.52,108.43,105.8,19.679,59.181,325.09,189.15,3,3
107.74,106.67,102.04,18.632,14.042,394.92,177.41,5,3
117.19,117.82,112.27,10.688,17.691,469.41,160.27,3,3
177.94,197.75,210.25,-24.999,48.838,421,50.375,8,4
181.57,195.14,207,11.686,69.085,420.49,66.171,9,4
174.25,187.21,197.89,-24.363,34.546,409.11,23.25,49,4
169.69,187.09,205.58,62.678,22.485,29.198,556.24,1,5
185.26,205.35,226.64,86.586,14.613,11.736,576.78,3,5
146.3,147.18,151.41,26.454,23.325,23.856,652.52,2,5
168.25,178.47,192.32,30.664,18.98,34.041,689.33,3,5
142.31,150.42,164.31,12.181,26.779,130.63,706.81,3,5
72.779,76.052,82.462,-31.943,20.207,149.78,666.41,13,5
83,74.333,67.667,34.365,66.117,275.11,713.67,10,5
47.331,50.563,50.676,-37.056,12.619,279.16,686.3,9,5
34.018,37.471,39.405,0.06558,10.592,436.17,725.8,3,5
75.16,77.914,80.785,-35.713,20.094,452.5,711.34,36,5
24.333,30.333,35.5,11.311,48.566,467.78,667.78,6,5
53.021,45.404,41.064,20.431,26.575,472.09,630.74,5,5
45.376,42.758,40.815,43.264,78.913,479.55,590.93,26,5
29.379,33.749,33.408,16.651,27.601,495.42,470.86,3,5
40.101,46.493,46.702,16.614,56.859,504.59,439.24,3,5
47.822,52.064,52.059,30.255,90.798,511.69,416.38,3,5
73.233,77.967,77.417,11.918,10.184,516,398.93,20,5
37.174,37.543,33.587,18.634,14.877,308.17,653.41,4,5
78.595,71.568,66.568,53.821,18.037,353.16,582.24,9,5
48.086,37.175,30.621,17.512,86.483,371.67,420.23,7,5
58.308,51.906,47.458,21.46,91.788,169.12,639.62,12,5
65.464,61.335,61.316,21.627,28.794,271.75,423.6,181,5
211.83,225.74,231.96,42.889,28.595,177.38,344.11,29,5
93.673,96.013,101.02,22.607,27.151,257.53,332.28,65,5
105.89,87.106,82.31,5.112,17.916,321.63,323.04,36,5
81.608,76.062,73.454,24.059,21.741,429.99,314.57,8,5
75.53,74.348,69.364,20.999,11.969,520.83,293.84,11,5
59.107,61.701,60.603,19.744,10.362,528.41,274.05,9,5
66.296,68.688,66.763,29.37,17.751,529.43,256.87,5,5
144.94,157.84,160.22,19.307,39.444,513.05,194.38,35,5
113.07,124.2,125.41,11.187,49.235,515.4,203.08,87,5
100.13,95.14,89.778,20.759,28.843,507.27,171.4,38,5
226.25,234.94,237.63,-19.212,50.55,203.38,298.88,11,5
68.297,70.152,77.772,43.265,21.913,277.26,288.06,9,5
52.082,48.384,47.404,28.402,7.258,346.65,281.36,3,5
71.359,79.932,86.111,11.694,32.501,437.74,275.97,8,5
60.849,62.327,61.252,27.757,12.741,429.36,271.33,7,5
254.72,254.72,254.72,59.344,0.33473,62.313,75.687,0,1
211.6,206.96,204.46,45.715,12.387,12.731,54.212,12,3
156.1,159.21,156.96,-54.559,86.624,107.7,11.786,20,3
202.89,203.55,200.54,76.378,11.313,84.268,94.007,12,3
215.64,217.06,214.14,10.16,11.949,68.828,157.17,17,3
228.79,228.96,223.68,15.174,15.037,24.607,260.32,31,3
223.81,223.95,219.1,88.945,16.806,33.333,362.14,33,3
220,217.57,212.19,10.818,18.008,75.459,371.78,10,3
220.76,216.53,210.18,1.99,16.776,93.529,557.53,28,3
214.62,215.98,209.05,97.103,12.748,47.382,555.85,19,3
213.19,213.17,209.5,-8.655,15.189,19.25,721.19,36,3
213.65,213.4,206.26,73.295,15.248,63.632,729.56,23,3
201.42,199.46,193.81,10.85,67.742,11.231,783.65,9,3
142.79,135.3,126.15,10.042,15.231,165.87,793.38,16,3
142.38,130.88,120.22,-43.067,10.944,163.44,592.16,22,3
167.09,158.16,142.09,11.367,25.943,326.5,616.41,58,3
190.12,178.28,165.53,78.962,19.252,301.49,763.57,10,3
149.07,140.58,132.22,83.523,28.831,368.58,675.98,53,3
155.9,133.83,116.84,99.627,23.884,493.52,639.07,31,3
167.24,155.19,139.1,24.764,31.468,312.58,487,82,3
186.23,174.81,154.09,77.963,15.154,313.86,407.6,22,3
195.48,184.93,163.68,74.207,15.594,189.6,356.3,35,3
175.26,167.44,152.44,13.25,28.165,160.07,199.93,42,3
163.42,156.62,142.43,0.82888,24.101,165.01,70.215,35,3
182.22,176.68,169.15,85.215,22.625,231.34,151.39,37,3
158.6,155.79,145.42,3.03,15.421,328.07,137.07,44,3
161.46,159.75,150.47,56.363,15.618,352.65,41.742,33,3
161.35,147.2,138.45,-38.818,20.02,440.8,45.187,16,3
140.83,131.05,122.08,94.854,14.904,524.95,52.506,39,3
140,137.24,123.86,76.424,17.564,555.86,61.81,37,3
125.02,123.62,115.32,-0.061926,26.234,562.46,119.99,9,3
139.42,143.44,142.87,20.912,33.707,581.05,281.8,11,3
138.96,134.48,117.04,0.00509,23.274,571.3,365.02,53,3
96.049,113.66,134.44,23.498,42.994,554.73,405.05,77,3
47.379,47.798,49.005,74.619,90.122,543.81,357.48,14,3
84.713,104.76,125.3,36.851,35.584,553.36,310.35,38,3
189.74,200.25,196.99,77.736,15.912,592.91,292.45,5,3
170.76,184.24,184.56,12.885,95.106,596.63,200.91,5,3
175.47,192.44,197.2,0.67034,16.477,590.52,101.03,12,3
163.39,182.33,188.61,10.208,23.357,582.17,34.911,21,3
59.71,43.274,19.806,85.156,59.724,464.95,386.94,11,3
50.795,39.409,21.977,11.945,52.326,431.2,367.5,8,3
35.025,27.646,17.317,16.665,36.623,515.04,349.77,4,3
34.978,28.989,19.145,20.099,21.715,557.33,448.1,5,3
229.57,235.91,250.94,-8.099,10.629,35.429,12.771,16,4
152.82,165.99,178.23,11.49,24.162,57.54,227.35,11,5
152.45,169.37,186.27,12.95,32.347,58.149,277.52,46,5
80.261,82.25,97.913,17.225,14.277,71.804,428.83,5,5
172.16,176.34,187.09,20.733,21.159,35.482,503.14,5,5
184.04,208.95,231.86,-30.88,35.961,57.5,590.91,54,5
207.63,230.86,244.58,-38.172,23.692,50.288,655.76,14,5
148.23,167.12,187.7,-17.365,27.363,175.87,713.77,23,5
142.46,159.4,176.72,-79.917,20.573,172.64,628.74,36,5
132.7,139.27,154.06,-22.09,38.526,168.34,517.03,16,5
145.95,163.32,180.2,-13.802,28.814,190.86,425.22,29,5
185.58,209.33,227.58,13.845,27.592,225.94,277.94,49,5
105.47,128.82,156.62,24.56,25.524,226.57,184.96,56,5
54.366,68.634,110.17,29.195,25.424,243.29,121.56,28,5
152.88,190.41,221.38,29.547,22.518,250.74,72.232,16,5
34.498,45.208,46.33,15.678,46.717,449.9,542.73,6,6
40.155,55.393,61.714,0.63983,8.325,432.86,515.44,2,6
16.031,18.907,19.083,25.411,23.439,537.95,534.78,2,6
27.112,40.923,40.56,23.49,21.841,489.82,533.77,5,6
50.627,55.482,55.393,12.021,70.833,573.29,541.84,6,7
72.095,76.112,73.921,66.377,97.414,583.34,488.66,18,7
102.59,107.2,107.68,-0.56521,12.487,593.37,441.49,21,7
53.761,58.73,58.41,12.255,75.173,572.01,520.71,14,7
214.87,216.1,219.43,54.102,16.316,15.903,491.64,0,1
233.37,241.71,248.33,68.548,82.969,16.504,393.24,0,1
250.95,252.25,253.27,84.025,18.382,30.958,287.32,0,1
241.86,247.78,251.68,75.95,3.648,19.584,142.1,0,1
247.44,247.38,248.59,82.05,33.525,47.121,154.79,0,1
234.17,242.11,248.34,71.283,91.891,125.83,137.71,0,1
252.34,252.76,253.26,84.283,28.212,71.764,209.16,0,1
252.93,253.3,253.69,86.92,18.958,58.691,221.62,0,1
244.44,247.62,250.25,80.553,50.774,38.455,259.05,0,1
250.4,251.98,253.14,83.374,18.461,34.48,268.84,0,1
252,252.68,253.36,86.075,18.904,27.34,362.75,0,1
215.4,212.15,206.65,15.501,11.621,43.05,515.3,21,3
211.53,206.47,200.26,16.241,10.269,21.526,609.74,20,3
203.38,192.75,184.21,31.094,14.534,102.5,590.88,29,3
194.38,184.42,175.27,8.687,19.402,204.59,600.35,27,3
184.4,172.9,162.6,72.953,19.788,298.63,608.73,22,3
171.64,165.67,157.21,89.274,18.253,428.34,624.33,30,3
182.51,171.14,158.3,-0.2935,21.078,346.38,543.49,24,3
178.77,166.75,155.19,16.934,22.231,359.9,506.19,33,3
151.83,144,137,32.423,82.458,436,194.5,14,3
137.85,131.31,124.38,66.259,86.742,480.23,193.92,17,3
84.175,76.1,66.225,16.797,90.956,427.63,364.4,10,3
91.541,86.602,79.488,86.236,11.693,454.97,352.31,24,3
137.33,133.3,126.74,17.45,94.904,477.67,153.7,15,3
157.67,153.17,145.33,5.821,10.945,403.33,156.17,20,3
141.51,143.81,143.61,17.003,26.923,304.92,194.88,22,3
117.03,117.25,118.51,15.223,23.323,304.22,141.62,14,3
131.42,125.97,123.61,14.062,16.465,215.35,153.11,21,3
218.22,218.44,213.33,-13.235,10.882,147.44,165.89,20,3
216.33,212.33,206.67,25.603,81.867,152,221.5,14,3
167.14,169.79,169.8,13.206,23.916,239.56,203.53,17,3
170.44,178.04,183.58,14.528,16.351,111.12,369.85,27,3
213.4,206.8,197.5,84.959,12.839,91.8,444.3,29,3
194.95,184.71,173.41,23.928,19.75,236.41,521.02,39,3
202.6,197.2,189.63,17.708,14.821,143.63,516.63,12,3
86.005,76.262,68.432,12.16,15.084,327.03,378.03,13,3
110.26,114.1,113.14,19.1,40.839,173.54,445.09,4,3
87.923,87.393,86.223,21.757,72.684,203.08,368.63,4,3
105.55,105.92,105.42,22.429,41.768,215.96,297.68,3,3
124.05,126.19,126.81,16.748,38.592,119.25,309.93,4,3
116.82,114.93,114.48,14.325,69.571,145.6,280.31,3,3
127.34,134.32,135.33,56.319,24.289,180.11,119.05,8,3
173.7,166,156.91,-13.004,25.262,305.92,34.594,20,3
168.36,163.64,157.67,-54.778,23.172,426,22.466,42,3
172.84,163.63,154.29,-51.263,24.59,280.27,14.196,46,3
157.4,151.6,146.12,98.508,26.801,576.5,24.429,56,3
77.285,73.419,62.947,47.064,11.33,526.01,295.44,13,3
84.458,83.967,78.144,8.823,15.445,563.84,354.75,26,3
98.626,96.929,95.545,-12.583,23.689,580.01,638.22,25,3
96.031,87,75.031,-17.166,15.732,534.81,576.06,25,3
81.313,78.59,68.735,10.005,8.992,529.81,148.96,11,3
117.89,117.24,110.19,12.055,20.199,534.45,97.212,8,3
102.74,105.78,99.915,12.475,93.907,394.79,446.24,4,3
109.74,117.75,113.55,11.715,71.791,398.19,380.43,3,3
104.38,113.03,108.74,14.395,62.133,409.35,292.81,2,3
103.69,112.89,109.18,13.048,66.693,414.94,248.94,3,3
85.817,88.952,87.893,80.425,62.155,351.25,96.437,6,3
99.293,99,97.255,10.207,50.268,270.65,116.9,5,3
135.36,175.68,204.86,24.084,22.642,59.552,774.6,3,3
162.34,209.88,239.7,29.243,5.034,48.491,689.24,3,3
147.98,195.09,225.59,75.936,34.139,176.29,767.45,3,3
129.08,171.65,205.16,21.163,17.762,320.16,752.16,4,3
132.53,81.419,57.516,14.216,28.053,476.02,774.65,3,3
177.86,122.84,105.95,19.078,22.853,183.68,675.49,5,3
199.51,237.74,250.09,36.146,11.605,52.442,425.93,4,5
172.29,188.92,193.5,18.264,25.806,87.436,495.24,2,5
83.26,87.833,97.907,19.103,82.318,186.1,530.8,20,5
92.219,98.246,105.78,-0.46207,18.404,192.68,500.99,12,5
195.3,239.57,254.03,27.092,43.242,86.753,529.61,2,5
101.66,100.29,98.085,10.518,18.424,293.82,540.41,16,5
86.776,90.537,89.075,-93.444,14.171,304.13,506.66,7,5
112.31,133.27,141.11,74.831,16.491,405.24,536.7,6,5
